frame,time_sec,r_elbow_angle,l_elbow_angle,r_shoulder_angle,l_shoulder_angle,shoulder_tilt,r_wrist_height,l_wrist_height,r_wrist_vis,r_elbow_vis
924,30.8,141.87,148.62,26.02,29.8,13.85,0.2586,0.4775,0.21,0.74
925,30.833,141.23,147.1,26.14,28.95,13.57,0.2585,0.4749,0.22,0.72
926,30.867,143.42,146.14,25.93,27.53,13.23,0.2561,0.4718,0.26,0.72
927,30.9,144.02,143.3,25.84,26.51,13.15,0.2541,0.4666,0.29,0.72
928,30.933,145.12,141.96,25.7,25.73,13.11,0.254,0.4628,0.31,0.71
929,30.967,148.4,139.17,25.21,25.26,13.14,0.2452,0.4593,0.32,0.7
930,31.0,149.03,136.6,24.94,24.79,13.02,0.2376,0.4554,0.3,0.67
931,31.033,148.18,134.59,24.68,24.32,12.67,0.2371,0.4511,0.3,0.65
932,31.067,147.94,129.46,24.34,24.27,12.51,0.2374,0.439,0.28,0.62
933,31.1,147.92,123.72,24.08,24.26,12.45,0.2389,0.4289,0.27,0.59
934,31.133,146.88,115.02,24.21,24.27,12.29,0.2362,0.4131,0.25,0.57
935,31.167,146.41,103.96,23.74,25.35,12.24,0.2312,0.3977,0.23,0.54
936,31.2,145.93,101.31,22.95,25.93,12.13,0.2321,0.3942,0.22,0.52
937,31.233,145.83,97.61,22.86,25.76,12.13,0.2318,0.3896,0.21,0.5
938,31.267,142.8,85.92,22.51,25.46,12.16,0.243,0.3774,0.19,0.48
939,31.3,142.66,81.09,21.82,25.65,12.47,0.2362,0.3726,0.18,0.46
940,31.333,142.23,76.2,21.31,26.41,13.02,0.2277,0.3668,0.17,0.45
941,31.367,143.08,72.11,20.91,26.74,13.36,0.2132,0.3606,0.17,0.45
942,31.4,139.75,68.0,20.91,26.51,13.36,0.2079,0.3538,0.17,0.46
943,31.433,142.26,64.46,20.98,26.44,13.31,0.202,0.3462,0.17,0.46
944,31.467,147.5,61.84,20.74,26.3,13.29,0.1928,0.3401,0.17,0.47
945,31.5,176.35,59.33,20.55,26.28,13.28,0.1853,0.3345,0.19,0.48
946,31.533,155.08,56.39,20.15,26.07,13.4,0.1834,0.3275,0.19,0.49
947,31.567,128.05,54.72,20.22,26.05,13.57,0.1797,0.3232,0.19,0.5
948,31.6,98.61,51.7,20.18,25.41,13.91,0.1728,0.3155,0.21,0.52
949,31.633,98.2,49.84,20.17,24.95,13.84,0.1701,0.3096,0.25,0.55
950,31.667,95.57,50.8,20.06,24.93,13.91,0.1672,0.312,0.29,0.58
951,31.7,90.76,49.31,21.18,24.79,13.75,0.1635,0.308,0.33,0.6
952,31.733,87.16,47.75,22.27,24.49,13.82,0.1583,0.3045,0.35,0.62
953,31.767,87.78,48.14,22.91,24.38,13.71,0.1547,0.3046,0.36,0.64
954,31.8,88.15,49.75,23.18,24.46,13.78,0.1508,0.3074,0.37,0.64
955,31.833,90.2,50.86,23.13,24.45,13.65,0.1448,0.3077,0.39,0.66
956,31.867,94.42,52.75,23.12,24.69,13.96,0.1417,0.3091,0.41,0.68
957,31.9,98.03,53.75,22.94,24.78,14.05,0.1372,0.3083,0.44,0.71
958,31.933,100.23,55.46,23.26,24.49,14.11,0.1339,0.3052,0.48,0.73
959,31.967,102.97,54.79,23.55,24.36,13.62,0.1331,0.2995,0.52,0.75
960,32.0,104.01,57.09,23.1,24.15,13.14,0.1333,0.2958,0.56,0.77
961,32.033,104.13,59.25,22.36,23.95,12.77,0.1338,0.2954,0.6,0.79
962,32.067,99.13,60.98,19.19,23.28,12.06,0.1342,0.2959,0.63,0.81
963,32.1,98.5,64.43,18.32,22.39,11.21,0.1341,0.295,0.67,0.83
964,32.133,96.98,64.86,17.25,20.14,10.39,0.132,0.275,0.7,0.85
965,32.167,97.59,70.3,17.26,18.34,9.57,0.1315,0.2749,0.73,0.86
966,32.2,96.03,69.32,16.6,17.84,8.89,0.1296,0.2652,0.76,0.88
967,32.233,97.04,72.45,16.82,15.63,8.25,0.1291,0.2572,0.78,0.89
968,32.267,97.38,73.69,15.98,15.37,7.95,0.1289,0.2628,0.8,0.9
969,32.3,99.07,77.86,16.78,13.49,7.57,0.129,0.2659,0.82,0.91
970,32.333,98.56,92.22,16.32,10.9,7.04,0.129,0.2855,0.84,0.92
971,32.367,98.02,94.31,15.68,6.7,6.62,0.1284,0.2674,0.85,0.92
972,32.4,96.61,108.9,14.79,0.67,6.29,0.128,0.2685,0.87,0.93
973,32.433,97.15,122.43,15.08,4.21,5.72,0.1281,0.2695,0.88,0.94
974,32.467,95.78,116.67,14.22,6.22,5.23,0.1284,0.2503,0.89,0.94
975,32.5,90.98,86.84,11.32,6.62,4.97,0.1296,0.1965,0.9,0.95
976,32.533,87.68,81.36,8.21,5.51,4.59,0.1334,0.1897,0.91,0.96
977,32.567,86.2,79.51,6.45,4.35,4.24,0.1379,0.1886,0.92,0.96
978,32.6,85.57,78.61,5.34,3.53,3.74,0.1421,0.1868,0.93,0.96
979,32.633,84.37,77.42,3.38,2.87,3.52,0.1465,0.1852,0.94,0.97
980,32.667,81.16,76.85,1.22,2.74,3.33,0.1504,0.1861,0.94,0.97
981,32.7,79.04,74.85,1.79,1.45,2.94,0.1563,0.1877,0.95,0.97
982,32.733,79.13,74.61,2.76,1.08,2.61,0.1608,0.1879,0.95,0.98
983,32.767,78.12,72.3,4.71,0.76,1.97,0.1649,0.1869,0.96,0.98
984,32.8,77.79,70.17,6.08,1.33,0.87,0.1687,0.1847,0.96,0.98
985,32.833,77.27,69.38,7.48,1.17,-0.04,0.1756,0.182,0.97,0.98
986,32.867,77.07,68.78,8.02,0.97,-0.63,0.1816,0.1828,0.97,0.98
987,32.9,76.8,69.45,9.04,0.66,-1.47,0.1892,0.1827,0.97,0.99
988,32.933,76.65,69.8,9.29,0.58,-2.16,0.1961,0.1811,0.98,0.99
989,32.967,76.93,69.0,9.42,0.56,-2.85,0.2024,0.1813,0.98,0.99
990,33.0,77.17,67.73,9.9,0.57,-3.52,0.2077,0.1804,0.98,0.99
991,33.033,77.08,68.51,10.77,0.58,-4.11,0.2153,0.1805,0.98,0.99
992,33.067,76.0,68.7,11.71,2.46,-4.54,0.2204,0.1792,0.98,0.99
993,33.1,74.3,69.33,13.58,5.32,-5.0,0.2271,0.1794,0.98,0.99
994,33.133,73.47,68.98,14.36,7.0,-5.6,0.233,0.1798,0.99,0.99
995,33.167,74.58,69.39,14.19,10.16,-6.27,0.2399,0.1799,0.99,0.99
996,33.2,74.08,68.48,15.03,11.07,-6.66,0.2495,0.1798,0.99,0.99
997,33.233,73.48,68.82,16.63,11.88,-7.05,0.2526,0.18,0.99,0.99
998,33.267,73.79,68.17,17.18,13.88,-7.77,0.259,0.1788,0.99,0.99
999,33.3,72.61,67.52,18.84,14.57,-8.43,0.2655,0.1781,0.99,0.99
1000,33.333,72.82,68.01,19.28,16.59,-9.18,0.274,0.176,0.99,1.0
1001,33.367,71.24,68.08,21.27,17.52,-9.59,0.2803,0.176,0.99,1.0
1002,33.4,69.36,67.74,22.88,18.42,-9.97,0.2872,0.1755,0.99,1.0
1003,33.433,69.49,67.2,23.98,19.01,-10.47,0.2957,0.1756,0.99,1.0
1004,33.467,68.63,66.82,24.76,19.97,-10.66,0.3036,0.1753,0.99,1.0
1005,33.5,70.07,67.28,24.62,21.11,-10.92,0.3117,0.1753,0.99,1.0
1006,33.533,71.1,67.43,24.96,21.75,-11.22,0.319,0.1754,0.99,1.0
1007,33.567,72.65,67.68,25.68,22.31,-11.57,0.326,0.176,0.99,1.0
1008,33.6,74.14,68.0,26.54,23.0,-11.93,0.338,0.1762,0.99,1.0
1009,33.633,75.36,68.34,26.76,23.84,-12.33,0.3444,0.1762,0.99,1.0
1010,33.667,75.82,69.5,28.1,25.14,-12.42,0.3486,0.1763,0.99,1.0
1011,33.7,77.98,70.49,27.62,25.84,-12.53,0.3645,0.1772,0.99,1.0
1012,33.733,79.54,71.39,27.32,26.75,-12.7,0.3734,0.1785,0.99,1.0
1013,33.767,79.82,73.44,27.55,28.61,-12.55,0.3778,0.1801,0.99,1.0
1014,33.8,81.5,74.95,27.92,29.98,-12.43,0.3869,0.1823,0.99,1.0
1015,33.833,83.12,75.51,27.94,30.85,-12.42,0.3885,0.1856,0.99,1.0
1016,33.867,84.29,76.08,28.7,31.5,-12.5,0.3927,0.1871,0.99,0.99
1017,33.9,85.74,75.92,29.67,31.93,-12.67,0.4021,0.1893,0.99,0.99
1018,33.933,85.75,74.64,30.33,31.1,-12.7,0.4109,0.1924,0.98,0.99
1019,33.967,85.9,73.62,30.38,31.07,-12.67,0.4187,0.1944,0.98,0.99
1020,34.0,86.64,72.8,30.39,30.48,-12.74,0.4204,0.1953,0.98,0.99
1021,34.033,89.14,71.89,29.69,29.93,-13.05,0.4266,0.1957,0.98,0.99
1022,34.067,91.54,70.0,29.36,28.26,-13.43,0.4347,0.1979,0.98,0.99
1023,34.1,93.93,68.26,28.91,26.88,-13.81,0.4435,0.2006,0.98,0.99
1024,34.133,96.55,67.22,28.87,25.94,-14.2,0.4499,0.2034,0.99,0.99
1025,34.167,100.01,65.98,29.18,24.29,-14.5,0.4568,0.2058,0.99,0.99
1026,34.2,103.63,65.58,28.64,23.96,-14.61,0.4655,0.2072,0.99,0.99
1027,34.233,106.74,65.3,29.5,23.4,-14.65,0.4747,0.2098,0.99,0.99
1028,34.267,109.88,64.85,29.93,22.77,-14.77,0.4838,0.2126,0.99,0.99
1029,34.3,113.2,63.72,29.73,21.79,-15.04,0.4926,0.2159,0.99,0.99
1030,34.333,117.1,63.36,30.44,21.11,-15.24,0.5028,0.2191,0.99,0.99
1031,34.367,119.93,62.48,30.95,20.13,-15.36,0.5103,0.2218,0.99,1.0
1032,34.4,122.06,61.49,31.36,18.85,-15.61,0.5169,0.2243,0.99,1.0
1033,34.433,124.31,61.14,31.55,18.35,-15.72,0.5232,0.2277,0.99,1.0
1034,34.467,126.81,60.49,31.11,17.69,-15.77,0.5299,0.2304,0.99,1.0
1035,34.5,129.53,60.16,30.84,17.06,-15.93,0.537,0.233,0.99,1.0
1036,34.533,133.57,59.47,30.72,15.8,-16.14,0.5451,0.2356,0.99,1.0
1037,34.567,135.39,59.42,31.05,15.68,-16.21,0.5522,0.2371,1.0,1.0
1038,34.6,139.12,59.02,30.86,14.55,-16.28,0.5601,0.2377,1.0,1.0
1039,34.633,141.33,58.46,29.96,13.12,-16.41,0.5642,0.2404,1.0,1.0
1040,34.667,143.76,58.32,29.94,12.28,-16.54,0.5704,0.2436,1.0,1.0
1041,34.7,145.18,58.85,30.14,11.59,-16.59,0.576,0.2477,1.0,1.0
1042,34.733,147.03,59.56,30.84,11.89,-16.67,0.5844,0.2512,1.0,1.0
1043,34.767,147.77,58.82,30.77,11.05,-16.87,0.5901,0.2531,1.0,1.0
1044,34.8,147.58,58.28,31.14,10.52,-16.96,0.5954,0.253,1.0,1.0
1045,34.833,149.16,58.8,30.94,10.03,-17.17,0.6017,0.2546,1.0,1.0
1046,34.867,150.46,60.48,30.87,10.88,-17.35,0.6068,0.2546,1.0,1.0
1047,34.9,151.88,62.56,31.16,11.6,-17.54,0.6124,0.2579,1.0,1.0
1048,34.933,153.01,64.53,31.5,12.13,-17.56,0.6186,0.2587,1.0,1.0
1049,34.967,153.75,66.4,32.1,12.9,-17.52,0.6234,0.259,1.0,1.0
1050,35.0,155.43,69.37,32.52,14.24,-17.46,0.6306,0.2613,1.0,1.0
1051,35.033,156.19,72.96,32.91,15.63,-17.54,0.6369,0.2617,1.0,1.0
1052,35.067,157.39,76.12,33.08,17.0,-17.69,0.6424,0.262,1.0,1.0
1053,35.1,157.95,80.11,33.99,17.96,-17.82,0.6479,0.2619,1.0,1.0
1054,35.133,158.75,83.0,34.63,18.78,-17.83,0.6534,0.2619,1.0,1.0
1055,35.167,159.75,86.79,35.41,20.07,-17.91,0.6629,0.2644,1.0,1.0
1056,35.2,160.05,88.81,36.33,19.95,-18.02,0.6698,0.2672,1.0,1.0
1057,35.233,159.43,92.47,37.25,20.9,-18.05,0.6752,0.2732,1.0,1.0
1058,35.267,158.32,95.14,38.06,21.66,-18.02,0.6781,0.2759,1.0,1.0
1059,35.3,157.93,98.45,38.39,22.52,-18.04,0.6826,0.2771,1.0,1.0
1060,35.333,158.53,101.6,38.77,23.15,-18.02,0.6877,0.2798,0.99,1.0
1061,35.367,159.01,104.11,38.85,23.42,-18.1,0.6929,0.284,0.99,1.0
1062,35.4,159.65,106.89,39.23,23.8,-18.18,0.6982,0.2883,0.99,1.0
1063,35.433,160.09,108.62,39.58,24.41,-18.14,0.7027,0.2895,0.99,1.0
1064,35.467,160.3,111.6,40.02,25.39,-18.12,0.7066,0.2928,0.99,1.0
1065,35.5,160.65,114.48,40.56,25.94,-18.13,0.7106,0.2963,0.99,1.0
1066,35.533,161.47,116.28,40.67,26.84,-18.14,0.7156,0.2987,0.99,1.0
1067,35.567,162.1,119.46,40.85,27.95,-18.15,0.7208,0.3022,0.99,1.0
1068,35.6,162.4,121.1,41.16,29.04,-18.12,0.7249,0.3038,0.99,1.0
1069,35.633,163.66,123.12,41.45,29.67,-18.1,0.7288,0.3074,0.99,1.0
1070,35.667,165.99,125.85,41.65,29.88,-18.11,0.7355,0.3119,0.99,1.0
1071,35.7,167.53,127.29,41.93,30.36,-18.1,0.7409,0.3122,0.99,1.0
1072,35.733,168.61,129.1,42.0,30.87,-18.1,0.7447,0.3148,0.99,1.0
1073,35.767,169.34,131.02,42.06,31.25,-18.06,0.7465,0.3176,0.99,1.0
1074,35.8,169.52,133.07,42.37,31.55,-18.04,0.7484,0.3198,0.99,1.0
1075,35.833,169.86,133.68,42.55,31.77,-18.05,0.7501,0.3199,0.99,1.0
1076,35.867,170.43,134.98,42.91,31.92,-18.04,0.7524,0.3223,0.99,1.0
1077,35.9,172.11,136.15,43.26,32.03,-18.05,0.758,0.3238,0.99,1.0
1078,35.933,172.52,137.72,43.64,31.9,-18.08,0.7609,0.3277,0.99,1.0
1079,35.967,172.99,138.32,43.93,31.54,-18.1,0.763,0.3304,0.99,1.0
1080,36.0,173.35,138.54,44.19,31.32,-18.14,0.7669,0.3317,1.0,1.0
1081,36.033,173.65,138.48,44.47,30.95,-18.22,0.7684,0.3332,1.0,1.0
1082,36.067,174.2,138.72,44.73,30.67,-18.23,0.7712,0.3351,1.0,1.0
1083,36.1,174.98,138.93,44.72,30.48,-18.18,0.7734,0.3369,1.0,1.0
1084,36.133,175.71,139.64,44.73,30.29,-18.1,0.7752,0.339,1.0,1.0
1085,36.167,175.34,141.39,45.18,30.04,-18.0,0.7774,0.3435,1.0,1.0
1086,36.2,175.24,142.05,45.45,29.69,-17.92,0.7793,0.3456,1.0,1.0
1087,36.233,175.14,142.71,45.66,29.25,-17.83,0.7809,0.3478,1.0,1.0
1088,36.267,174.76,143.16,45.91,29.05,-17.73,0.7817,0.3494,1.0,1.0
1089,36.3,174.94,143.61,46.01,28.81,-17.72,0.7817,0.3509,1.0,1.0
1090,36.333,174.57,143.86,46.33,28.43,-17.71,0.7819,0.3523,1.0,1.0
1091,36.367,174.76,144.33,46.44,28.06,-17.73,0.7823,0.354,1.0,1.0
1092,36.4,174.44,144.59,46.58,27.75,-17.7,0.7822,0.3553,1.0,1.0
1093,36.433,174.46,144.67,46.56,27.29,-17.67,0.7827,0.3565,1.0,1.0
1094,36.467,174.41,144.78,46.59,26.86,-17.67,0.7827,0.3576,1.0,1.0
1095,36.5,174.49,145.08,46.38,26.46,-17.59,0.7828,0.3593,1.0,1.0
1096,36.533,174.32,145.05,46.24,26.07,-17.53,0.783,0.3606,1.0,1.0
1097,36.567,174.31,145.14,46.18,25.65,-17.52,0.7829,0.3621,1.0,1.0
1098,36.6,174.33,145.27,45.99,25.31,-17.42,0.7829,0.3633,1.0,1.0
1099,36.633,174.44,145.14,45.76,24.92,-17.35,0.7828,0.364,1.0,1.0
1100,36.667,174.65,144.69,45.62,24.35,-17.35,0.7828,0.3644,1.0,1.0
1101,36.7,174.77,144.22,45.6,23.76,-17.34,0.7825,0.3651,1.0,1.0
1102,36.733,175.25,144.16,45.39,23.34,-17.38,0.7816,0.3659,1.0,1.0
1103,36.767,175.43,143.9,45.17,22.71,-17.33,0.7815,0.3666,1.0,1.0
1104,36.8,175.96,143.72,44.77,22.19,-17.33,0.7812,0.3673,1.0,1.0
1105,36.833,176.23,143.54,44.37,21.84,-17.31,0.7807,0.3679,1.0,1.0
1106,36.867,176.59,143.3,43.74,21.41,-17.21,0.7797,0.3683,1.0,1.0
1107,36.9,176.72,143.2,43.28,21.03,-17.25,0.7773,0.3689,1.0,1.0
1108,36.933,177.05,142.8,42.55,20.31,-17.24,0.7747,0.3697,1.0,1.0
1109,36.967,177.25,142.51,42.0,19.64,-17.24,0.7724,0.3707,1.0,1.0
1110,37.0,177.16,142.37,41.53,18.84,-17.22,0.7706,0.3717,1.0,1.0
1111,37.033,177.16,141.9,41.0,18.05,-17.31,0.7676,0.3725,1.0,1.0
1112,37.067,176.92,142.13,40.48,17.52,-17.33,0.7641,0.3735,1.0,1.0
1113,37.1,175.9,142.31,39.97,17.02,-17.34,0.7604,0.3745,1.0,1.0
1114,37.133,175.89,142.66,39.38,16.78,-17.26,0.757,0.3751,1.0,1.0
1115,37.167,175.61,143.1,38.98,16.52,-17.15,0.7549,0.3756,1.0,1.0
1116,37.2,175.54,143.89,38.44,16.58,-16.99,0.7517,0.376,1.0,1.0
1117,37.233,175.78,144.55,37.79,16.66,-16.96,0.7482,0.3763,1.0,1.0
1118,37.267,175.23,144.68,37.26,16.33,-16.96,0.7436,0.3764,1.0,1.0
1119,37.3,174.9,145.34,36.71,16.08,-16.88,0.7378,0.3764,1.0,1.0
1120,37.333,175.02,145.85,35.79,15.82,-16.83,0.7335,0.3764,1.0,1.0
1121,37.367,174.55,146.33,35.28,15.58,-16.86,0.7292,0.3764,1.0,1.0
1122,37.4,173.57,147.05,34.51,15.58,-16.77,0.7237,0.3763,1.0,1.0
1123,37.433,174.44,147.35,33.67,15.37,-16.85,0.7197,0.3761,1.0,1.0
1124,37.467,174.11,148.25,32.89,15.38,-16.87,0.7132,0.3758,1.0,1.0
1125,37.5,173.65,149.25,31.68,15.74,-16.63,0.7064,0.375,1.0,1.0
1126,37.533,174.14,149.75,29.91,15.87,-16.22,0.7008,0.3739,1.0,1.0
1127,37.567,173.55,150.51,28.45,15.96,-15.91,0.6937,0.3728,1.0,1.0
1128,37.6,172.95,150.66,26.92,15.88,-15.54,0.6855,0.3715,1.0,1.0
1129,37.633,171.74,150.33,25.71,15.49,-15.29,0.6762,0.3703,1.0,1.0
1130,37.667,170.88,150.18,24.27,15.38,-15.18,0.6667,0.3684,1.0,1.0
1131,37.7,170.04,150.06,23.29,15.22,-15.15,0.6605,0.3669,1.0,1.0
1132,37.733,170.35,149.77,21.61,15.04,-15.08,0.6529,0.3652,1.0,1.0
1133,37.767,170.48,149.02,20.07,14.76,-15.02,0.6453,0.3629,1.0,1.0
1134,37.8,170.13,148.78,18.31,14.77,-15.04,0.6353,0.3606,1.0,1.0
1135,37.833,169.82,148.96,16.67,14.89,-14.96,0.6245,0.3583,1.0,1.0
1136,37.867,170.86,148.03,14.19,15.1,-14.91,0.6135,0.3542,1.0,1.0
1137,37.9,171.81,145.76,12.03,15.27,-14.84,0.6051,0.3484,1.0,1.0
1138,37.933,169.81,143.07,10.85,15.32,-14.62,0.5947,0.3423,1.0,1.0
1139,37.967,168.26,141.75,9.91,15.32,-14.64,0.5845,0.3383,1.0,1.0
1140,38.0,165.94,140.29,9.1,15.24,-14.59,0.5741,0.3338,1.0,1.0
1141,38.033,165.12,139.63,8.04,15.39,-14.75,0.565,0.3304,1.0,1.0
1142,38.067,163.87,141.42,7.11,16.4,-14.61,0.5558,0.3281,1.0,1.0
1143,38.1,162.72,143.31,5.6,17.81,-14.26,0.5472,0.3255,1.0,1.0
1144,38.133,162.57,144.38,4.01,18.82,-14.0,0.5392,0.3222,1.0,1.0
1145,38.167,160.95,144.6,2.39,19.37,-13.89,0.5287,0.3192,1.0,1.0
1146,38.2,160.67,144.34,0.52,20.14,-13.84,0.5183,0.3152,1.0,1.0
1147,38.233,158.79,144.51,2.58,20.65,-13.84,0.503,0.3114,1.0,1.0
1148,38.267,157.8,145.06,5.0,20.97,-13.83,0.4896,0.3085,1.0,1.0
1149,38.3,158.17,143.66,8.04,21.12,-13.81,0.4775,0.3035,1.0,1.0
1150,38.333,158.88,143.68,9.43,21.81,-13.69,0.4707,0.2985,1.0,1.0
1151,38.367,160.32,143.57,11.86,22.55,-13.62,0.4615,0.2937,1.0,1.0
1152,38.4,160.55,142.85,14.32,23.24,-13.63,0.4507,0.2881,1.0,1.0
1153,38.433,159.89,142.29,17.15,24.54,-13.66,0.44,0.2828,1.0,1.0
1154,38.467,157.06,142.14,18.41,25.9,-13.43,0.4299,0.2771,1.0,1.0
1155,38.5,157.82,142.68,21.49,27.54,-13.29,0.4194,0.272,1.0,1.0
1156,38.533,157.05,143.04,24.5,28.74,-13.26,0.4055,0.2667,1.0,1.0
1157,38.567,157.83,143.48,27.33,30.51,-13.19,0.3953,0.2608,0.99,1.0
1158,38.6,158.13,144.76,29.96,32.5,-13.0,0.3842,0.2545,0.99,1.0
1159,38.633,157.6,145.99,31.66,34.05,-12.89,0.3751,0.2491,0.99,1.0
1160,38.667,157.96,146.33,33.2,35.38,-12.86,0.3688,0.2439,0.99,1.0
1161,38.7,158.14,147.24,34.76,36.8,-12.72,0.3612,0.239,0.99,1.0
1162,38.733,156.72,148.09,37.38,38.64,-12.6,0.3475,0.2335,0.99,1.0
1163,38.767,157.56,147.74,39.89,40.11,-12.59,0.338,0.2266,0.99,1.0
1164,38.8,156.83,146.93,42.0,40.61,-12.55,0.326,0.2215,0.99,1.0
1165,38.833,156.57,147.9,44.71,42.61,-12.44,0.3127,0.2154,0.99,1.0
1166,38.867,157.25,147.04,46.92,44.23,-12.27,0.3029,0.2075,0.99,1.0
1167,38.9,159.38,147.27,49.96,45.99,-12.13,0.2939,0.2012,0.99,1.0
1168,38.933,159.85,147.59,51.74,47.09,-12.09,0.2861,0.197,1.0,1.0
1169,38.967,163.09,146.73,54.51,48.28,-12.08,0.2801,0.1916,1.0,1.0
1170,39.0,164.12,147.49,56.95,49.93,-11.79,0.2704,0.1865,1.0,1.0
1171,39.033,165.81,148.05,59.84,51.38,-11.55,0.261,0.1817,1.0,1.0
1172,39.067,165.83,147.71,61.92,52.24,-11.34,0.2505,0.1776,1.0,1.0
1173,39.1,165.56,147.55,63.43,53.46,-11.26,0.2411,0.1726,1.0,1.0
1174,39.133,164.21,148.96,64.87,55.73,-11.22,0.2308,0.1678,1.0,1.0
1175,39.167,165.24,149.75,67.1,57.48,-11.21,0.222,0.1629,1.0,1.0
1176,39.2,164.05,150.04,67.71,59.5,-11.16,0.2146,0.1556,1.0,1.0
1177,39.233,162.43,152.01,68.22,62.11,-11.17,0.2076,0.15,1.0,1.0
1178,39.267,160.49,151.59,68.99,63.61,-11.17,0.1976,0.1431,1.0,1.0
1179,39.3,158.4,153.6,70.84,64.94,-11.15,0.1795,0.1433,1.0,1.0
1180,39.333,157.73,155.43,71.86,67.59,-11.11,0.1731,0.1382,1.0,1.0
1181,39.367,156.29,156.04,71.7,69.8,-11.06,0.1682,0.1318,1.0,1.0
1182,39.4,156.81,156.05,73.65,71.12,-11.06,0.1604,0.1291,1.0,1.0
1183,39.433,159.67,155.32,76.71,72.29,-11.03,0.1544,0.1238,1.0,1.0
1184,39.467,159.85,154.19,78.32,73.8,-10.95,0.1487,0.1159,1.0,1.0
1185,39.5,160.48,154.16,80.4,74.95,-10.85,0.1428,0.1131,1.0,1.0
1186,39.533,159.91,154.62,81.81,76.01,-10.83,0.1349,0.1104,1.0,1.0
1187,39.567,159.71,155.29,82.55,77.11,-10.84,0.1304,0.1077,1.0,1.0
1188,39.6,159.35,154.68,83.28,77.81,-10.85,0.123,0.1031,1.0,1.0
1189,39.633,159.33,153.79,84.18,78.82,-10.88,0.1169,0.0963,1.0,1.0
1190,39.667,159.24,152.76,84.93,79.48,-10.88,0.1132,0.0932,1.0,1.0
1191,39.7,159.84,152.35,85.81,80.32,-10.89,0.1103,0.0899,0.99,1.0
1192,39.733,160.61,152.67,86.62,81.1,-10.91,0.1075,0.0877,0.99,1.0
1193,39.767,161.69,154.08,87.61,82.27,-10.9,0.1095,0.089,0.99,1.0
1194,39.8,161.52,154.27,87.93,83.35,-10.87,0.1054,0.0859,0.99,1.0
1195,39.833,160.87,153.18,88.39,84.25,-10.81,0.1026,0.0812,0.98,1.0
1196,39.867,160.56,152.04,88.96,85.18,-10.74,0.1015,0.0758,0.98,0.99
1197,39.9,160.73,151.98,89.69,86.93,-10.71,0.0986,0.072,0.97,0.99
1198,39.933,160.7,151.65,90.37,88.08,-10.72,0.0977,0.0695,0.97,0.99
1199,39.967,161.1,151.32,91.3,88.99,-10.72,0.0938,0.0656,0.96,0.99
1200,40.0,161.57,151.72,92.23,90.53,-10.73,0.0877,0.0572,0.96,0.99
1201,40.033,161.97,152.84,93.25,92.3,-10.73,0.0819,0.0486,0.96,0.99
1202,40.067,162.36,152.8,93.99,92.98,-10.75,0.0766,0.0443,0.96,0.99
1203,40.1,162.28,152.72,94.7,93.44,-10.72,0.0711,0.04,0.96,0.99
1204,40.133,163.79,153.59,96.56,94.83,-10.76,0.0653,0.037,0.95,0.99
1205,40.167,164.72,153.35,97.9,94.98,-10.8,0.0583,0.0358,0.95,0.99
1206,40.2,165.02,152.79,98.51,94.94,-10.83,0.0562,0.0359,0.93,0.99
1207,40.233,165.04,152.77,98.8,94.89,-10.79,0.0534,0.0344,0.92,0.99
1208,40.267,165.76,153.62,99.45,95.72,-10.65,0.0552,0.0334,0.91,0.98
1209,40.3,166.16,154.08,100.06,96.05,-10.58,0.056,0.0342,0.89,0.98
1210,40.333,166.11,153.63,100.37,96.47,-10.51,0.0569,0.0353,0.87,0.98
1211,40.367,166.15,154.12,100.87,97.11,-10.44,0.0594,0.0334,0.84,0.97
1212,40.4,166.67,154.8,101.38,97.92,-10.35,0.0595,0.0295,0.82,0.97
1213,40.433,166.88,155.16,101.78,98.26,-10.19,0.0583,0.0273,0.8,0.96
1214,40.467,166.61,155.13,102.16,98.6,-10.07,0.0577,0.0237,0.78,0.96
1215,40.5,166.85,155.41,102.41,98.83,-9.82,0.0572,0.0243,0.76,0.96
1216,40.533,166.88,155.39,102.78,99.07,-9.76,0.0569,0.0242,0.74,0.95
1217,40.567,166.64,155.58,103.16,99.29,-9.83,0.0517,0.0226,0.72,0.95
1218,40.6,166.46,155.31,103.45,99.5,-9.94,0.0531,0.0232,0.7,0.94
1219,40.633,166.71,155.62,103.7,99.69,-9.91,0.0534,0.0234,0.7,0.94
1220,40.667,167.23,155.54,104.06,99.84,-9.9,0.0538,0.0238,0.68,0.94
1221,40.7,167.67,155.16,104.35,99.69,-9.81,0.0568,0.0256,0.67,0.94
1222,40.733,167.56,155.34,104.54,99.75,-9.6,0.056,0.0256,0.67,0.94
1223,40.767,167.9,154.88,104.76,99.9,-9.61,0.0566,0.0256,0.66,0.93
1224,40.8,167.95,154.53,104.95,100.02,-9.66,0.0567,0.0262,0.65,0.93
1225,40.833,168.35,154.72,105.22,100.45,-9.68,0.0565,0.0265,0.64,0.92
1226,40.867,168.38,154.97,105.35,100.58,-9.57,0.0566,0.0266,0.65,0.93
1227,40.9,168.71,154.96,105.63,100.83,-9.49,0.0581,0.0278,0.63,0.92
1228,40.933,168.81,155.11,105.86,101.01,-9.46,0.0593,0.0296,0.63,0.92
1229,40.967,168.73,155.14,105.91,101.14,-9.43,0.0606,0.0321,0.62,0.92
